,BusNum,ShuntID,SSStatus,SSCMode,SSNMW,SSNMVR,SVCSTSV,ShuntID:2,AreaNum,ZoneNum,BANumber,OwnerNum,OwnPercent,OwnerNum:1,OwnPercent:1,OwnerNum:2,OwnPercent:2,OwnerNum:3,OwnPercent:3,EMSType,EMSDeviceID,DataMaintainerAssign,AllLabels
39,13002,1,Closed,Discrete,0.00000000000000000000,10.00000014901161190000,NO ,2,1,1,1,100.000,,,,,,,,,,,
40,13011,1,Closed,Discrete,0.00000000000000000000,46.00000083446502690000,NO ,2,1,1,1,100.000,,,,,,,,,,,
41,13048,1,Closed,Discrete,0.00000000000000000000,-12.50000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
42,13070,1,Closed,Discrete,0.00000000000000000000,47.99999892711639400000,NO ,2,1,1,1,100.000,,,,,,,,,,,
43,13074,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
44,13076,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
45,13081,1,Closed,Discrete,0.00000000000000000000,18.00000071525573730000,NO ,2,1,1,1,100.000,,,,,,,,,,,
46,13106,1,Closed,Discrete,0.00000000000000000000,56.00000023841857910000,NO ,2,1,1,1,100.000,,,,,,,,,,,
47,13171,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
48,13202,1,Closed,Discrete,0.00000000000000000000,69.99999880790710450000,NO ,2,1,1,1,100.000,,,,,,,,,,,
49,13226,1,Closed,Discrete,0.00000000000000000000,60.00000238418579100000,NO ,2,1,1,1,100.000,,,,,,,,,,,
50,13229,1,Closed,Discrete,0.00000000000000000000,110.00000238418579100000,NO ,2,1,1,1,100.000,,,,,,,,,,,
51,13242,1,Closed,Discrete,0.00000000000000000000,58.99999737739562990000,NO ,2,1,1,1,100.000,,,,,,,,,,,
52,13297,1,Closed,Discrete,0.00000000000000000000,-92.00000166893005370000,NO ,2,1,1,1,100.000,,,,,,,,,,,
53,13372,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
54,13385,1,Closed,Discrete,0.00000000000000000000,-30.00000119209289550000,NO ,2,1,1,1,100.000,,,,,,,,,,,
55,13396,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
56,13405,1,Closed,Discrete,0.00000000000000000000,-7.99999982118606567000,NO ,2,1,1,1,100.000,,,,,,,,,,,
57,13407,1,Closed,Discrete,0.00000000000000000000,-28.00000011920928960000,NO ,2,1,1,1,100.000,,,,,,,,,,,
58,13412,1,Closed,Discrete,0.00000000000000000000,-10.00000014901161190000,NO ,2,1,1,1,100.000,,,,,,,,,,,
59,13421,1,Closed,Discrete,0.00000000000000000000,-30.00000119209289550000,NO ,2,1,1,1,100.000,,,,,,,,,,,
60,13427,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
61,13442,1,Closed,Discrete,0.00000000000000000000,-14.00000005960464480000,NO ,2,1,1,1,100.000,,,,,,,,,,,
62,13453,1,Closed,Discrete,0.00000000000000000000,-85.00000238418579100000,NO ,2,1,1,1,100.000,,,,,,,,,,,
63,13459,1,Closed,Discrete,0.00000000000000000000,-295.99997997283935500000,NO ,2,1,1,1,100.000,,,,,,,,,,,
64,13470,1,Closed,Discrete,0.00000000000000000000,-1423.99997711181641000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
65,13496,1,Closed,Discrete,0.00000000000000000000,-1148.49996566772461000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
66,13506,1,Closed,Discrete,0.00000000000000000000,-290.00000953674316400000,NO ,2,1,1,1,100.000,,,,,,,,,,,
67,13523,1,Closed,Discrete,0.00000000000000000000,-720.00002861022949200000,NO ,2,1,1,1,100.000,,,,,,,,,,,
68,13554,1,Closed,Discrete,0.00000000000000000000,-1199.99990463256836000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
69,13562,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
70,13571,1,Closed,Discrete,0.00000000000000000000,100.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
71,13580,1,Closed,Discrete,0.00000000000000000000,-800.00009536743164100000,NO ,2,1,1,1,100.000,,,,,,,,,,,
72,13594,1,Closed,Discrete,0.00000000000000000000,-419.99998092651367200000,NO ,2,1,1,1,100.000,,,,,,,,,,,
73,13656,1,Closed,Discrete,0.00000000000000000000,-70.99997997283935550000,NO ,2,1,1,1,100.000,,,,,,,,,,,
74,13681,1,Closed,Discrete,0.00000000000000000000,-407.99999237060546900000,NO ,2,1,1,1,100.000,,,,,,,,,,,
75,13695,1,Closed,Discrete,0.00000000000000000000,-250.00000000000000000000,NO ,2,1,1,1,100.000,,,,,,,,,,,
76,20001,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
77,20002,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
78,20022,1,Closed,Discrete,0.00000000000000000000,-90.00000357627868650000,NO ,3,1,1,1,100.000,,,,,,,,,,,
79,20031,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
80,20047,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
81,20156,1,Closed,Discrete,0.00000000000000000000,-10.00000014901161190000,NO ,3,1,1,1,100.000,,,,,,,,,,,
82,20176,1,Closed,Discrete,0.00000000000000000000,139.99999761581420900000,NO ,3,1,1,1,100.000,,,,,,,,,,,
83,20240,1,Closed,Discrete,0.00000000000000000000,118.49998235702514600000,NO ,3,1,1,1,100.000,,,,,,,,,,,
84,20243,1,Closed,Discrete,0.00000000000000000000,-77.99999713897705080000,NO ,3,1,1,1,100.000,,,,,,,,,,,
85,20291,1,Closed,Discrete,0.00000000000000000000,-491.49999618530273400000,NO ,3,1,1,1,100.000,,,,,,,,,,,
86,20296,1,Closed,Discrete,0.00000000000000000000,-346.00000381469726600000,NO ,3,1,1,1,100.000,,,,,,,,,,,
87,20308,1,Closed,Discrete,0.00000000000000000000,-279.99999523162841800000,NO ,3,1,1,1,100.000,,,,,,,,,,,
88,20316,1,Closed,Discrete,0.00000000000000000000,-720.00007629394531200000,NO ,3,1,1,1,100.000,,,,,,,,,,,
89,20365,1,Closed,Discrete,0.00000000000000000000,-121.99997901916503900000,NO ,3,1,1,1,100.000,,,,,,,,,,,
90,20374,1,Closed,Discrete,0.00000000000000000000,-448.00004959106445300000,NO ,3,1,1,1,100.000,,,,,,,,,,,
91,20387,1,Closed,Discrete,0.00000000000000000000,-1322.00012207031250000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
92,20417,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
93,20423,1,Closed,Discrete,0.00000000000000000000,-659.99999046325683600000,NO ,3,1,1,1,100.000,,,,,,,,,,,
94,20433,1,Closed,Discrete,0.00000000000000000000,27.00000107288360600000,NO ,3,1,1,1,100.000,,,,,,,,,,,
95,20436,1,Closed,Discrete,0.00000000000000000000,-1053.99961471557617000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
96,20476,1,Closed,Discrete,0.00000000000000000000,-305.99999427795410200000,NO ,3,1,1,1,100.000,,,,,,,,,,,
97,20480,1,Closed,Discrete,0.00000000000000000000,-195.99996805191040000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
98,20484,1,Closed,Discrete,0.00000000000000000000,-281.99999332427978500000,NO ,3,1,1,1,100.000,,,,,,,,,,,
99,20497,1,Closed,Discrete,0.00000000000000000000,62.99999952316284180000,NO ,3,1,1,1,100.000,,,,,,,,,,,
100,20530,1,Closed,Discrete,0.00000000000000000000,-350.00000000000000000000,NO ,3,1,1,1,100.000,,,,,,,,,,,
101,21018,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,4,1,1,1,100.000,,,,,,,,,,,
102,21075,1,Closed,Discrete,0.00000000000000000000,34.00000035762786870000,NO ,4,1,1,1,100.000,,,,,,,,,,,
103,21095,1,Closed,Discrete,0.00000000000000000000,72.99999594688415530000,NO ,4,1,1,1,100.000,,,,,,,,,,,
104,21105,1,Closed,Discrete,0.00000000000000000000,120.00000476837158200000,NO ,4,1,1,1,100.000,,,,,,,,,,,
105,21136,1,Closed,Discrete,0.00000000000000000000,107.00000524520874000000,NO ,4,1,1,1,100.000,,,,,,,,,,,
106,21143,1,Closed,Discrete,0.00000000000000000000,117.99999475479126000000,NO ,4,1,1,1,100.000,,,,,,,,,,,
107,21212,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,4,1,1,1,100.000,,,,,,,,,,,
108,21221,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,4,1,1,1,100.000,,,,,,,,,,,
109,21245,1,Closed,Discrete,0.00000000000000000000,142.00000762939453100000,NO ,4,1,1,1,100.000,,,,,,,,,,,
110,21372,1,Closed,Discrete,0.00000000000000000000,25.99999904632568360000,NO ,4,1,1,1,100.000,,,,,,,,,,,
111,21373,1,Closed,Discrete,0.00000000000000000000,69.99999880790710450000,NO ,4,1,1,1,100.000,,,,,,,,,,,
112,21380,1,Closed,Discrete,0.00000000000000000000,118.00000667572021500000,NO ,4,1,1,1,100.000,,,,,,,,,,,
113,21593,1,Closed,Discrete,0.00000000000000000000,-1259.99984741210938000000,NO ,4,1,1,1,100.000,,,,,,,,,,,
114,21684,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,4,1,1,1,100.000,,,,,,,,,,,
115,23016,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,5,1,1,1,100.000,,,,,,,,,,,
116,23070,1,Closed,Discrete,0.00000000000000000000,101.99999809265136700000,NO ,5,1,1,1,100.000,,,,,,,,,,,
117,23157,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,5,1,1,1,100.000,,,,,,,,,,,
118,23184,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,5,1,1,1,100.000,,,,,,,,,,,
119,23227,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,5,1,1,1,100.000,,,,,,,,,,,
120,23284,1,Closed,Discrete,0.00000000000000000000,-965.99998474121093800000,NO ,5,1,1,1,100.000,,,,,,,,,,,
121,23331,1,Closed,Discrete,0.00000000000000000000,-80.00000119209289550000,NO ,5,1,1,1,100.000,,,,,,,,,,,
122,23358,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,5,1,1,1,100.000,,,,,,,,,,,
123,23391,1,Closed,Discrete,0.00000000000000000000,-153.49997282028198200000,NO ,5,1,1,1,100.000,,,,,,,,,,,
124,23412,1,Closed,Discrete,0.00000000000000000000,-908.00008773803710900000,NO ,5,1,1,1,100.000,,,,,,,,,,,
125,23424,1,Closed,Discrete,0.00000000000000000000,-51.99999809265136720000,NO ,5,1,1,1,100.000,,,,,,,,,,,
126,23442,1,Closed,Discrete,0.00000000000000000000,-218.00000667572021500000,NO ,5,1,1,1,100.000,,,,,,,,,,,
127,23450,1,Closed,Discrete,0.00000000000000000000,-359.99999046325683600000,NO ,5,1,1,1,100.000,,,,,,,,,,,
128,25112,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
129,25131,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
130,25168,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
131,25194,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
132,25197,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
133,25206,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
134,25224,1,Closed,Discrete,0.00000000000000000000,41.99999868869781490000,NO ,6,1,1,1,100.000,,,,,,,,,,,
135,25269,1,Closed,Discrete,0.00000000000000000000,30.00000119209289550000,NO ,6,1,1,1,100.000,,,,,,,,,,,
136,25275,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
137,25277,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
138,25488,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
139,25507,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
140,25517,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
141,25634,1,Closed,Discrete,0.00000000000000000000,203.99997234344482400000,NO ,6,1,1,1,100.000,,,,,,,,,,,
142,25635,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
143,25639,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
144,25661,1,Closed,Discrete,0.00000000000000000000,87.99999952316284180000,NO ,6,1,1,1,100.000,,,,,,,,,,,
145,25674,1,Closed,Discrete,0.00000000000000000000,176.00001096725463900000,NO ,6,1,1,1,100.000,,,,,,,,,,,
146,25723,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
147,25824,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
148,25864,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
149,25901,1,Closed,Discrete,0.00000000000000000000,-700.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
150,26035,1,Closed,Discrete,0.00000000000000000000,-494.00000572204589800000,NO ,6,1,1,1,100.000,,,,,,,,,,,
151,26058,1,Closed,Discrete,0.00000000000000000000,840.00015258789062500000,NO ,6,1,1,1,100.000,,,,,,,,,,,
152,26094,1,Closed,Discrete,0.00000000000000000000,1779.99992370605469000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
153,26130,1,Closed,Discrete,0.00000000000000000000,-503.99999618530273400000,NO ,6,1,1,1,100.000,,,,,,,,,,,
154,26142,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
155,26152,1,Closed,Discrete,0.00000000000000000000,482.99999237060546900000,NO ,6,1,1,1,100.000,,,,,,,,,,,
156,26160,1,Closed,Discrete,0.00000000000000000000,-1842.00000762939453000000,NO ,6,1,1,1,100.000,,,,,,,,,,,
157,26194,1,Closed,Discrete,0.00000000000000000000,-534.00001525878906200000,NO ,6,1,1,1,100.000,,,,,,,,,,,
158,28023,1,Closed,Discrete,0.00000000000000000000,-1235.99948883056641000000,NO ,7,1,1,1,100.000,,,,,,,,,,,
159,28103,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,7,1,1,1,100.000,,,,,,,,,,,
160,28183,1,Closed,Discrete,0.00000000000000000000,-29.99999821186065670000,NO ,7,1,1,1,100.000,,,,,,,,,,,
161,28262,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,7,1,1,1,100.000,,,,,,,,,,,
162,28327,1,Closed,Discrete,0.00000000000000000000,54.00000214576721190000,NO ,7,1,1,1,100.000,,,,,,,,,,,
163,28330,1,Closed,Discrete,0.00000000000000000000,-17.50000119209289550000,NO ,7,1,1,1,100.000,,,,,,,,,,,
164,28350,1,Closed,Discrete,0.00000000000000000000,36.00000143051147460000,NO ,7,1,1,1,100.000,,,,,,,,,,,
165,28385,1,Closed,Discrete,0.00000000000000000000,30.00000119209289550000,NO ,7,1,1,1,100.000,,,,,,,,,,,
166,28570,1,Closed,Discrete,0.00000000000000000000,102.99997329711914100000,NO ,7,1,1,1,100.000,,,,,,,,,,,
167,28610,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,7,1,1,1,100.000,,,,,,,,,,,
168,28717,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,7,1,1,1,100.000,,,,,,,,,,,
169,28758,1,Closed,Discrete,0.00000000000000000000,-669.99998092651367200000,NO ,7,1,1,1,100.000,,,,,,,,,,,
170,28762,1,Closed,Discrete,0.00000000000000000000,-294.00000572204589800000,NO ,7,1,1,1,100.000,,,,,,,,,,,
171,28794,1,Closed,Discrete,0.00000000000000000000,229.99997138977050800000,NO ,7,1,1,1,100.000,,,,,,,,,,,
172,28803,1,Closed,Discrete,0.00000000000000000000,5.49999997019767761000,NO ,7,1,1,1,100.000,,,,,,,,,,,
173,28814,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,7,1,1,1,100.000,,,,,,,,,,,
174,28847,1,Closed,Discrete,0.00000000000000000000,-81.99999928474426270000,NO ,7,1,1,1,100.000,,,,,,,,,,,
175,28879,1,Closed,Discrete,0.00000000000000000000,-519.99998092651367200000,NO ,7,1,1,1,100.000,,,,,,,,,,,
176,28911,1,Closed,Discrete,0.00000000000000000000,-521.99997901916503900000,NO ,7,1,1,1,100.000,,,,,,,,,,,
177,28945,1,Closed,Discrete,0.00000000000000000000,99.00000095367431640000,NO ,7,1,1,1,100.000,,,,,,,,,,,
178,29015,1,Closed,Discrete,0.00000000000000000000,-139.99999761581420900000,NO ,7,1,1,1,100.000,,,,,,,,,,,
179,29024,1,Closed,Discrete,0.00000000000000000000,31.99999928474426270000,NO ,7,1,1,1,100.000,,,,,,,,,,,
180,29039,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,7,1,1,1,100.000,,,,,,,,,,,
181,30030,1,Closed,Discrete,0.00000000000000000000,113.99999856948852500000,NO ,8,1,1,1,100.000,,,,,,,,,,,
182,30065,1,Closed,Discrete,0.00000000000000000000,-24.00000393390655520000,NO ,8,1,1,1,100.000,,,,,,,,,,,
183,30075,1,Closed,Discrete,0.00000000000000000000,-124.00002479553222700000,NO ,8,1,1,1,100.000,,,,,,,,,,,
184,30079,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
185,30081,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
186,30083,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
187,30085,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
188,30088,1,Closed,Discrete,0.00000000000000000000,-10.00000014901161190000,NO ,8,1,1,1,100.000,,,,,,,,,,,
189,30092,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
190,30093,1,Closed,Discrete,0.00000000000000000000,-322.49999046325683600000,NO ,8,1,1,1,100.000,,,,,,,,,,,
191,30100,1,Closed,Discrete,0.00000000000000000000,-14.00000005960464480000,NO ,8,1,1,1,100.000,,,,,,,,,,,
192,30243,1,Closed,Discrete,0.00000000000000000000,-14.00000005960464480000,NO ,8,1,1,1,100.000,,,,,,,,,,,
193,30244,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
194,30246,1,Closed,Discrete,0.00000000000000000000,20.00000029802322390000,NO ,8,1,1,1,100.000,,,,,,,,,,,
195,30248,1,Closed,Discrete,0.00000000000000000000,-17.50000119209289550000,NO ,8,1,1,1,100.000,,,,,,,,,,,
196,30261,1,Closed,Discrete,0.00000000000000000000,-30.00000119209289550000,NO ,8,1,1,1,100.000,,,,,,,,,,,
197,30264,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
198,30271,1,Closed,Discrete,0.00000000000000000000,-297.99997806549072300000,NO ,8,1,1,1,100.000,,,,,,,,,,,
199,30278,1,Closed,Discrete,0.00000000000000000000,-41.99999868869781490000,NO ,8,1,1,1,100.000,,,,,,,,,,,
200,30288,1,Closed,Discrete,0.00000000000000000000,-72.00000882148742680000,NO ,8,1,1,1,100.000,,,,,,,,,,,
201,30313,1,Closed,Discrete,0.00000000000000000000,-810.00003814697265600000,NO ,8,1,1,1,100.000,,,,,,,,,,,
202,30356,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
203,30362,1,Closed,Discrete,0.00000000000000000000,-165.99998474121093800000,NO ,8,1,1,1,100.000,,,,,,,,,,,
204,30369,1,Closed,Discrete,0.00000000000000000000,-611.00001335144043000000,NO ,8,1,1,1,100.000,,,,,,,,,,,
205,30382,1,Closed,Discrete,0.00000000000000000000,-279.99999523162841800000,NO ,8,1,1,1,100.000,,,,,,,,,,,
206,30387,1,Closed,Discrete,0.00000000000000000000,-909.99984741210937500000,NO ,8,1,1,1,100.000,,,,,,,,,,,
207,30399,1,Closed,Discrete,0.00000000000000000000,-98.00000190734863280000,NO ,8,1,1,1,100.000,,,,,,,,,,,
208,30437,1,Closed,Discrete,0.00000000000000000000,-505.00020980834960900000,NO ,8,1,1,1,100.000,,,,,,,,,,,
209,30458,1,Closed,Discrete,0.00000000000000000000,-137.50001192092895500000,NO ,8,1,1,1,100.000,,,,,,,,,,,
210,40000,1,Closed,Discrete,0.00000000000000000000,14.00000005960464480000,NO ,9,1,1,1,100.000,,,,,,,,,,,
211,40008,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,9,1,1,1,100.000,,,,,,,,,,,
212,40033,1,Closed,Discrete,0.00000000000000000000,-250.00000000000000000000,NO ,9,1,1,1,100.000,,,,,,,,,,,
213,40056,1,Closed,Discrete,0.00000000000000000000,0.00000000000000000000,NO ,9,1,1,1,100.000,,,,,,,,,,,
214,40074,1,Closed,Discrete,0.00000000000000000000,-76.99999809265136720000,NO ,9,1,1,1,100.000,,,,,,,,,,,
