,SubNum,SubName,SubID,Latitude,Longitude,DataMaintainerAssign,GICSubGroundOhms,GICUsedSubGroundOhms
39,10039,OLYMPIA 8,40,47.18390683886659790000,-122.75195764415100500000,0.380000,0.380000,
40,10040,BREMERTON 1,41,47.52761540572169710000,-122.80873858985600600000,3.200000,3.200000,
41,10041,BREMERTON 2,42,47.52958371547160250000,-122.87815668680299600000,0.380000,0.380000,
42,10042,KELSO,43,46.08536388201019920000,-122.84028716199999600000,0.089000,0.089000,
43,10043,LAKEBAY 1,44,47.36229910225880250000,-122.73856434592299500000,1.900000,1.900000,
44,10044,OLYMPIA 9,45,46.89463553625299850000,-122.71530921098900500000,0.160000,0.160000,
45,10045,OLYMPIA 10,46,47.01422739463980350000,-122.69340920301100100000,0.093000,0.093000,
46,10046,KALAMA,47,46.01916981770359880000,-122.76689593933400600000,0.570000,0.570000,
47,10047,GIG HARBOR 1,48,47.30386934762100280000,-122.78829053498799300000,0.200000,0.200000,
48,10048,VANCOUVER 1,49,45.73788299719630150000,-122.69095113266800500000,0.160000,0.160000,
49,10049,SILVERDALE 1,50,47.70740259961949900000,-122.65777550372099800000,0.110000,0.110000,
50,10050,SILVERDALE 2,51,47.76008203238900050000,-122.71494731455399600000,0.140000,0.140000,
51,10051,BLAINE 1,52,48.90002047578619940000,-122.77190644308299700000,0.035000,0.035000,
52,10052,PORT LUDLOW,53,47.94806446722849810000,-122.68237256146500200000,0.130000,0.130000,
53,10053,PORT ORCHARD 1,54,47.50323916569030300000,-122.61384702018600000000,0.750000,0.750000,
54,10054,PORT ORCHARD 2,55,47.40228669711019900000,-122.62161995071500100000,0.200000,0.200000,
55,10055,RIDGEFIELD,56,45.83630806747819970000,-122.68647420094799800000,0.270000,0.270000,
56,10056,VANCOUVER 2,57,45.71594729451349790000,-122.65165962584200100000,0.053000,0.053000,
57,10057,VANCOUVER 3,58,45.65723924447730300000,-122.77463906587999500000,0.020000,0.020000,
58,10058,STEILACOOM,59,47.30809142996079690000,-122.67037661383700700000,0.190000,0.190000,
59,10059,WOODLAND 1,60,46.03562305596020110000,-122.56786725696899500000,0.660000,0.660000,
60,10060,DUPONT,61,47.10743513734409760000,-122.66504090534999700000,0.190000,0.190000,
61,10061,VANCOUVER 4,62,45.59093165048130200000,-122.65837227450100500000,0.890000,0.890000,
62,10062,VANCOUVER 5,63,45.63768731381640010000,-122.61513502708500300000,0.190000,0.190000,
63,10063,ANACORTES 1,64,48.59188901815470270000,-122.69236901204300200000,0.860000,0.860000,
64,10064,COUPEVILLE,65,48.12057857498940190000,-122.58065623937099500000,0.180000,0.180000,
65,10065,ONALASKA,66,46.65168537013330050000,-122.65110648568500600000,0.830000,0.830000,
66,10066,RAINIER 1,67,46.81756936291740350000,-122.64858668665999600000,0.140000,0.140000,
67,10067,BREMERTON 3,68,47.72071607520629750000,-122.70296659389599400000,0.300000,0.300000,
68,10068,BREMERTON 4,69,47.56619279272929650000,-122.64165868098899600000,0.180000,0.180000,
69,10069,OAK HARBOR 1,70,48.27808577575950010000,-122.62967569647699400000,0.290000,0.290000,
70,10070,OAK HARBOR 2,71,48.23945160766420060000,-122.53517457628800000000,0.150000,0.150000,
71,10071,POULSBO 1,72,47.79841679012329790000,-122.68413540334499600000,0.150000,0.150000,
72,10072,POULSBO 2,73,47.75390470001570260000,-122.65775379699999800000,0.160000,0.160000,
73,10073,BREMERTON 5,74,47.52312209052090000000,-122.62188748114900200000,0.410000,0.410000,
74,10074,VANCOUVER 6,75,45.57529296556469940000,-122.62726237261999500000,2.200000,2.200000,
75,10075,VANCOUVER 7,76,45.66947970085490030000,-122.55427408671700100000,0.270000,0.270000,
76,10076,VANCOUVER 8,77,45.63797237403159810000,-122.60601164551499700000,0.200000,0.200000,
77,10077,GIG HARBOR 2,78,47.24766902731420260000,-122.71924830376400400000,2.600000,2.600000,
78,10078,FERNDALE 1,79,48.89459398093200090000,-122.67004834549099700000,0.430000,0.430000,
79,10079,LA CENTER,80,45.85836572714760000000,-122.66591924499499600000,0.840000,0.840000,
80,10080,GIG HARBOR 3,81,47.44670653791909840000,-122.64532195449299900000,1.900000,1.900000,
81,10081,TACOMA 1,82,47.14957966038549840000,-122.56459836779799800000,0.073000,0.073000,
82,10082,PORT ORCHARD 3,83,47.58677994925999850000,-122.66838592472400600000,0.940000,0.940000,
83,10083,PORT ORCHARD 4,84,47.61452981002530290000,-122.61990273979000700000,0.061000,0.061000,
84,10084,VANCOUVER 9,85,45.74624212032109940000,-122.55182046425500200000,0.170000,0.170000,
85,10085,VANCOUVER 10,86,45.69711026660600340000,-122.58395995174200300000,4.400000,4.400000,
86,10086,VANCOUVER 11,87,45.65664039547999660000,-122.63988418468800000000,0.360000,0.360000,
87,10087,OLALLA,88,47.49801502901269860000,-122.66498961456299800000,0.045000,0.045000,
88,10088,UNIVERSITY PLACE,89,47.11622555725959670000,-122.59614724437099600000,3.800000,3.800000,
89,10089,LAKEWOOD 1,90,47.14918234057240200000,-122.57499275154900400000,0.120000,0.120000,
90,10090,LAKEWOOD 2,91,47.06211654379160340000,-122.60657986491099800000,0.130000,0.130000,
91,10091,TACOMA 2,92,47.24020234744280340000,-122.52965543146700600000,0.035000,0.035000,
92,10092,TACOMA 3,93,47.29044848291329830000,-122.55991058763500200000,0.170000,0.170000,
93,10093,BAINBRIDGE ISLAND,94,47.62832412113289850000,-122.49317190579699900000,0.051000,0.051000,
94,10094,KINGSTON,95,47.80288481612760170000,-122.53654974080200200000,0.058000,0.058000,
95,10095,ROY 1,96,47.09221380456060050000,-122.58435539135200500000,0.071000,0.071000,
96,10096,TACOMA 4,97,47.37894538410009910000,-122.46367642523100000000,0.180000,0.180000,
97,10097,VANCOUVER 12,98,45.57528668399569940000,-122.60408002056300400000,0.160000,0.160000,
98,10098,VANCOUVER 13,99,45.62052377901890310000,-122.53956690271300500000,0.720000,0.720000,
99,10099,LAKEWOOD 3,100,47.07464558772029760000,-122.48592286857299900000,0.410000,0.410000,
100,10100,TACOMA 5,101,47.28116128432539970000,-122.41865133002500000000,0.450000,0.450000,
101,10101,BATTLE GROUND 1,102,45.76301118032179720000,-122.42429164298299300000,0.180000,0.180000,
102,10102,BATTLE GROUND 2,103,45.88240885869679890000,-122.52914746803800500000,0.480000,0.480000,
103,10103,VANCOUVER 14,104,45.57504192135419880000,-122.56650601963299600000,2.600000,2.600000,
104,10104,VANCOUVER 15,105,45.67663925975760010000,-122.57396342897000400000,0.220000,0.220000,
105,10105,BELLINGHAM 1,106,48.82768789392950030000,-122.54364752811800100000,4.600000,4.600000,
106,10106,BELLINGHAM 2,107,48.70841998678719880000,-122.60935483584100300000,0.180000,0.180000,
107,10107,LAKEWOOD 4,108,47.24097241051700280000,-122.41343038723799400000,0.900000,0.900000,
108,10108,LAKEWOOD 5,109,47.21467403638079930000,-122.57736214508500400000,0.180000,0.180000,
109,10109,CAMANO ISLAND,110,48.20902716002220250000,-122.60758813318200600000,0.680000,0.680000,
110,10110,YELM,111,46.84468007276129950000,-122.45103271739900200000,0.240000,0.240000,
111,10111,VANCOUVER 16,112,45.76318918508989950000,-122.51371451992200400000,0.130000,0.130000,
112,10112,VANCOUVER 17,113,45.72183491423240300000,-122.56641947074099600000,0.078000,0.078000,
113,10113,TACOMA 6,114,47.12446534137460220000,-122.55680449918300200000,4.900000,4.900000,
114,10114,VASHON,115,47.42549457831739800000,-122.48008800835600600000,0.490000,0.490000,
115,10115,TACOMA 7,116,47.21259020927700330000,-122.44060920537400200000,0.410000,0.410000,
116,10116,LYNDEN,117,49.02348990456020060000,-122.46545195765199300000,0.210000,0.210000,
117,10117,BRUSH PRAIRIE,118,45.66986615584009710000,-122.37134686852999700000,0.540000,0.540000,
118,10118,LANGLEY,119,48.01203773281790180000,-122.50681758611300200000,0.440000,0.440000,
119,10119,TACOMA 8,120,47.20277690176070000000,-122.35448254822800600000,0.057000,0.057000,
120,10120,TACOMA 9,121,47.20142731998210200000,-122.49064460953600500000,0.290000,0.290000,
121,10121,TACOMA 10,122,47.30668949309870190000,-122.51775049780600600000,3.300000,3.300000,
122,10122,TACOMA 11,123,47.19040184688029880000,-122.42198531441999900000,0.270000,0.270000,
123,10123,BELLINGHAM 3,124,48.80827775934489660000,-122.45195373337500700000,0.370000,0.370000,
124,10124,BELLINGHAM 4,125,48.75897364354970160000,-122.43583698284800200000,0.087000,0.087000,
125,10125,MOSSYROCK,126,46.47222565634869800000,-122.37094075108599600000,0.058000,0.058000,
126,10126,BELLINGHAM 5,127,48.64972826674809880000,-122.47399769294399600000,3.600000,3.600000,
127,10127,BELLINGHAM 6,128,48.70246079523940350000,-122.47879852065399600000,0.012000,0.012000,
128,10128,CLINTON 1,129,47.91738977061889670000,-122.54633260615000300000,0.160000,0.160000,
129,10129,TACOMA 12,130,47.22018640607309690000,-122.49544019730700500000,5.100000,5.100000,
130,10130,TACOMA 13,131,47.13647408023020090000,-122.33052173588200200000,0.530000,0.530000,
131,10131,BOW,132,48.63641555192860010000,-122.35392552595999400000,0.100000,0.100000,
132,10132,TACOMA 14,133,47.10447155694669870000,-122.42858745809699900000,0.033000,0.033000,
133,10133,TACOMA 15,134,47.19029672281349970000,-122.33784554102899700000,0.240000,0.240000,
134,10134,SEATTLE 1,135,47.68757608682739860000,-122.50447136814600000000,0.220000,0.220000,
135,10135,SEATTLE 2,136,47.61459413957229710000,-122.32617993534700000000,1.400000,1.400000,
136,10136,SEATTLE 3,137,47.50307874922049930000,-122.32744697628399400000,0.160000,0.160000,
137,10137,SPANAWAY 1,138,47.10398225991119860000,-122.39771082862400000000,0.140000,0.140000,
138,10138,SPANAWAY 2,139,47.02820891438319960000,-122.41255451511399600000,0.170000,0.170000,
139,10139,TACOMA 16,140,47.30248779027829900000,-122.31144001245900200000,0.480000,0.480000,
140,10140,SEATTLE 4,141,47.69975236241899810000,-122.30921346425499500000,0.180000,0.180000,
141,10141,SEATTLE 5,142,47.78255687925359750000,-122.49065873022300400000,0.770000,0.770000,
142,10142,CAMAS 1,143,45.61236002919760320000,-122.32882810962199500000,0.930000,0.930000,
143,10143,CAMAS 2,144,45.64399809717299660000,-122.34375779732600600000,6.600000,6.600000,
144,10144,SEATTLE 6,145,47.54348346826070330000,-122.32002984796899600000,0.320000,0.320000,
145,10145,SEATTLE 7,146,47.67676210850839880000,-122.28208710280699700000,0.099000,0.099000,
146,10146,SEATTLE 8,147,47.69537738164000020000,-122.38473363845300000000,0.160000,0.160000,
147,10147,MOUNT VERNON 1,148,48.38307608861799740000,-122.40060364480700600000,0.440000,0.440000,
148,10148,MOUNT VERNON 2,149,48.39173292650639980000,-122.40140173805599500000,0.290000,0.290000,
149,10149,TACOMA 17,150,47.20155412246670320000,-122.30845827583300400000,4.200000,4.200000,
150,10150,EDMONDS 1,151,47.87983484559150330000,-122.51391662603200000000,0.260000,0.260000,
151,10151,SEATTLE 9,152,47.70311002656139720000,-122.33652764659200300000,0.450000,0.450000,
152,10152,FEDERAL WAY 1,153,47.29923406748380190000,-122.41493890716100200000,0.540000,0.540000,
153,10153,FEDERAL WAY 2,154,47.22129706180100330000,-122.42611298377599400000,4.500000,4.500000,
154,10154,SEATTLE 10,155,47.40037011348270110000,-122.32835956114300300000,4.700000,4.700000,
155,10155,SEATTLE 11,156,47.44593680552090120000,-122.34075094598900100000,0.360000,0.360000,
156,10156,TACOMA 18,157,47.28605698894460120000,-122.37540237054899700000,0.130000,0.130000,
157,10157,SEATTLE 12,158,47.36274772260360070000,-122.32513109946700100000,0.140000,0.140000,
158,10158,SEATTLE 13,159,47.68885304478649800000,-122.27230319465600400000,0.210000,0.210000,
159,10159,SEATTLE 14,160,47.64037635044770270000,-122.41512925235800000000,4.300000,4.300000,
160,10160,BURLINGTON 1,161,48.45144102993999980000,-122.41638482689499800000,0.360000,0.360000,
161,10161,SEATTLE 15,162,47.66034433590470340000,-122.33660702246200500000,0.240000,0.240000,
162,10162,YACOLT,163,45.79862970096200310000,-122.31093125029400400000,0.370000,0.370000,
163,10163,SEATTLE 16,164,47.82512487184140330000,-122.31296464380599800000,0.019000,0.019000,
164,10164,SEATTLE 17,165,47.72002165668290270000,-122.37552986086200200000,0.840000,0.840000,
165,10165,SEATTLE 18,166,47.63657718167289800000,-122.39851657287199800000,0.330000,0.330000,
166,10166,SEATTLE 19,167,47.72921018517819650000,-122.33054673775599500000,0.100000,0.100000,
167,10167,SEATTLE 20,168,47.66497738197659830000,-122.24131272371499800000,0.170000,0.170000,
168,10168,EDMONDS 2,169,47.88218095892940340000,-122.24595417051699500000,0.050000,0.050000,
169,10169,EDMONDS 3,170,47.92193069472799750000,-122.31340624725700600000,0.480000,0.480000,
170,10170,EVERSON,171,48.90601675760999710000,-122.31417055067299800000,0.460000,0.460000,
171,10171,SEATTLE 21,172,47.53280869425449850000,-122.31975084472300400000,0.090000,0.090000,
172,10172,SEATTLE 22,173,47.49560188933320150000,-122.22935681874399400000,0.400000,0.400000,
173,10173,PUYALLUP 1,174,47.14615388382409830000,-122.34432024744799600000,0.490000,0.490000,
174,10174,PUYALLUP 2,175,47.27032799143209730000,-122.26804730165800100000,0.400000,0.400000,
175,10175,PUYALLUP 3,176,47.05330157377289880000,-122.22376222147799800000,0.180000,0.180000,
176,10176,PUYALLUP 4,177,47.16060555707530000000,-122.39906675957099900000,1.900000,1.900000,
177,10177,SEATTLE 23,178,47.71296897421709820000,-122.34682257532300300000,4.700000,4.700000,
178,10178,FEDERAL WAY 3,179,47.39511062491889960000,-122.27098088238200600000,0.190000,0.190000,
179,10179,FEDERAL WAY 4,180,47.24234798271749720000,-122.34322919589800400000,0.110000,0.110000,
180,10180,SEATTLE 24,181,47.33492938695179930000,-122.26299459410900300000,0.095000,0.095000,
181,10181,SEATTLE 25,182,47.31299576251380050000,-122.34073337057499500000,0.081000,0.081000,
182,10182,STANWOOD,183,48.20452990294659660000,-122.31704173097300300000,0.230000,0.230000,
183,10183,MOUNTLAKE TERRACE,184,47.83134347511010280000,-122.23590007162799500000,0.250000,0.250000,
184,10184,SEATTLE 26,185,47.59359227665480320000,-122.29608050070099500000,0.650000,0.650000,
185,10185,MUKILTEO,186,47.89871485850090240000,-122.22255982646400700000,0.430000,0.430000,
186,10186,SEATTLE 27,187,47.69092661550970290000,-122.29575054384599800000,0.450000,0.450000,
187,10187,SEATTLE 28,188,47.76314413288950080000,-122.31619824702700300000,3.300000,3.300000,
188,10188,SEATTLE 29,189,47.42103203772529700000,-122.34943070645600500000,1.900000,1.900000,
189,10189,SEATTLE 30,190,47.42980446298980010000,-122.29837365520799600000,0.022000,0.022000,
190,10190,SEATTLE 31,191,47.71134826074089830000,-122.30699401917699700000,0.140000,0.140000,
191,10191,SEATTLE 32,192,47.63976282864000210000,-122.26347204510699400000,0.450000,0.450000,
192,10192,SEATTLE 33,193,47.70429712923670000000,-122.26828551658199700000,0.470000,0.470000,
193,10193,SEATTLE 34,194,47.64082878004089850000,-122.33945632973899400000,0.960000,0.960000,
194,10194,SEATTLE 35,195,47.67079673428580120000,-122.36608377729700700000,0.068000,0.068000,
195,10195,SEATTLE 36,196,47.64683836008730110000,-122.28563027058899600000,0.550000,0.550000,
196,10196,SEATTLE 37,197,47.67319789064639930000,-122.33723155544899400000,0.440000,0.440000,
197,10197,LYNNWOOD 1,198,47.92330754336160230000,-122.37680592441699900000,0.079000,0.079000,
198,10198,LYNNWOOD 2,199,47.81501828624679720000,-122.32133844753900600000,3.400000,3.400000,
199,10199,SEATTLE 38,200,47.65297015465149850000,-122.21866459948499500000,3.600000,3.600000,
200,10200,SEATTLE 39,201,47.63454155685730030000,-122.26317748093700300000,0.140000,0.140000,
201,10201,SEATTLE 40,202,47.72920144527449790000,-122.32247707745899800000,2.300000,2.300000,
202,10202,SEATTLE 41,203,47.62502362743050100000,-122.19777935052900400000,0.110000,0.110000,
203,10203,LYNNWOOD 3,204,47.81534986298549940000,-122.36656675971299500000,0.230000,0.230000,
204,10204,LYNNWOOD 4,205,47.85164554128270000000,-122.33642206014999900000,0.160000,0.160000,
205,10205,GRAHAM,206,47.03491262037560010000,-122.18432886306699500000,0.084000,0.084000,
206,10206,SEATTLE 42,207,47.52529438401389680000,-122.24397042322499400000,0.840000,0.840000,
207,10207,SEATTLE 43,208,47.45224781712020250000,-122.20813763443899800000,0.280000,0.280000,
208,10208,SEATTLE 44,209,47.50700156556639800000,-122.20586947681799500000,0.085000,0.085000,
209,10209,LYNNWOOD 5,210,47.84014471715320130000,-122.23031094152099700000,0.190000,0.190000,
210,10210,LYNNWOOD 6,211,47.87194779043640120000,-122.26238885815399700000,3.300000,3.300000,
211,10211,PUYALLUP 5,212,47.15056678750030270000,-122.34657461527000100000,0.220000,0.220000,
212,10212,AUBURN 1,213,47.36801130216569790000,-122.27551750941900400000,0.058000,0.058000,
213,10213,AUBURN 2,214,47.25246470941429780000,-122.33327126739200700000,0.440000,0.440000,
214,10214,PUYALLUP 6,215,47.10960817223620010000,-122.35558981477400700000,0.330000,0.330000,
215,10215,PUYALLUP 7,216,47.22322795739300010000,-122.32165735223699700000,0.110000,0.110000,
216,10216,EVERETT 1,217,47.84427635500740190000,-122.27514236491400400000,0.071000,0.071000,
217,10217,EVERETT 2,218,47.99088256485669750000,-122.17511943300499400000,1.400000,1.400000,
218,10218,KENT 1,219,47.34653558908919990000,-122.28381975783200600000,0.069000,0.069000,
219,10219,KENT 2,220,47.47967469680690300000,-122.33422190732000000000,0.710000,0.710000,
220,10220,KENMORE,221,47.75332165659330030000,-122.28965361966000100000,2.300000,2.300000,
221,10221,SEATTLE 45,222,47.57623702972230010000,-122.15395611667000200000,0.470000,0.470000,
222,10222,WASHOUGAL,223,45.66815959613669660000,-122.21206625871700200000,0.480000,0.480000,
223,10223,MARYSVILLE 1,224,48.15827797893970090000,-122.27554060932199300000,0.097000,0.097000,
224,10224,MARYSVILLE 2,225,48.01281702726429760000,-122.19661241145800500000,0.500000,0.500000,
225,10225,MERCER ISLAND,226,47.62176314511430060000,-122.26899052559500100000,0.180000,0.180000,
226,10226,EVERETT 3,227,47.88925657543219930000,-122.25245017169000000000,0.250000,0.250000,
227,10227,EVERETT 4,228,47.95020178420379860000,-122.29455420155200300000,0.020000,0.020000,
228,10228,SUMNER,229,47.26632425245470160000,-122.16288056989000700000,2.500000,2.500000,
229,10229,RENTON 1,230,47.50719099355119820000,-122.15671382924800500000,0.520000,0.520000,
230,10230,AUBURN 3,231,47.35445041146760300000,-122.26011686252100200000,0.340000,0.340000,
231,10231,AUBURN 4,232,47.31518641887900140000,-122.12944411044100000000,0.150000,0.150000,
232,10232,KIRKLAND 1,233,47.80223733234770120000,-122.21898052585200400000,0.130000,0.130000,
233,10233,KIRKLAND 2,234,47.73875643637420300000,-122.21568690989799700000,0.150000,0.150000,
234,10234,EVERETT 5,235,48.06265189724919650000,-122.28557917668300100000,0.300000,0.300000,
235,10235,EVERETT 6,236,47.95801003312419650000,-122.19084812320799900000,17.900000,17.900000,
236,10236,BOTHELL 1,237,47.81378547562530200000,-122.28698475185299800000,2.800000,2.800000,
237,10237,BOTHELL 2,238,47.86877590908679990000,-122.23004063003399700000,0.052000,0.052000,
238,10238,BELLEVUE 1,239,47.59842505768570220000,-122.19130306953999800000,0.440000,0.440000,
239,10239,BELLEVUE 2,240,47.53697988794740330000,-122.25866845535000500000,0.230000,0.230000,
240,10240,BOTHELL 3,241,47.71087301123120030000,-122.22794725864399400000,0.370000,0.370000,
241,10241,BOTHELL 4,242,47.72424200570070240000,-122.23985622169300300000,0.190000,0.190000,
242,10242,RENTON 2,243,47.48543242806979950000,-122.16960024623999500000,0.990000,0.990000,
243,10243,BOTHELL 5,244,47.82171215786829780000,-122.18836282976600700000,0.490000,0.490000,
244,10244,BOTHELL 6,245,47.78195037652979950000,-122.10366294483100100000,0.250000,0.250000,
245,10245,KENT 3,246,47.35944662802810260000,-122.27143309305900200000,2.200000,2.200000,
246,10246,KENT 4,247,47.34896422839199910000,-122.23809582639300700000,0.015000,0.015000,
247,10247,KENT 5,248,47.32345203241580120000,-122.22334159811200000000,0.075000,0.075000,
248,10248,KENT 6,249,47.37650026268249800000,-122.21945710827600400000,0.470000,0.470000,
249,10249,KIRKLAND 3,250,47.72630624244580130000,-122.15581460524100500000,0.600000,0.600000,
250,10250,KIRKLAND 4,251,47.73581764032230270000,-122.09454445113100000000,0.270000,0.270000,
251,10251,RENTON 3,252,47.47386188885189990000,-122.24591584467299300000,0.300000,0.300000,
252,10252,RENTON 4,253,47.46261720392320170000,-122.11275168326099600000,0.180000,0.180000,
253,10253,EVERETT 7,254,47.83527377259139970000,-122.08937445628599500000,0.780000,0.780000,
254,10254,EVERETT 8,255,47.80767016812030330000,-122.20246199748299900000,0.450000,0.450000,
255,10255,BELLEVUE 3,256,47.60337103686539710000,-122.20569491523899300000,0.300000,0.300000,
256,10256,BONNEY LAKE 1,257,47.14504324059320340000,-122.08393270834399400000,0.220000,0.220000,
257,10257,BONNEY LAKE 2,258,47.11602962929649860000,-122.07779478351399400000,0.470000,0.470000,
258,10258,EATONVILLE,259,46.87993198571759730000,-122.15988614226699800000,0.290000,0.290000,
259,10259,BELLEVUE 4,260,47.52116515880769750000,-122.24229483709599700000,0.110000,0.110000,
260,10260,BELLEVUE 5,261,47.51957037665189890000,-122.23369012058199700000,1.000000,1.000000,
261,10261,EVERETT 9,262,48.01354293776940100000,-122.17235633602699400000,0.420000,0.420000,
262,10262,MARYSVILLE 3,263,48.04087636808380070000,-122.10411591664100700000,0.170000,0.170000,
263,10263,MARYSVILLE 4,264,48.04272907192419950000,-122.16971398021499300000,0.200000,0.200000,
264,10264,MOUNT VERNON 3,265,48.39087432657309760000,-122.13578702663700400000,0.350000,0.350000,
265,10265,BELLEVUE 6,266,47.67336597451620150000,-122.15706719837899600000,0.061000,0.061000,
266,10266,WOODINVILLE 1,267,47.81009377711129820000,-122.19367903406700300000,0.190000,0.190000,
267,10267,AUBURN 5,268,47.33605255329639760000,-122.09509168249799400000,0.130000,0.130000,
268,10268,AUBURN 6,269,47.38259366411679710000,-122.05222842496900200000,0.031000,0.031000,
269,10269,RENTON 5,270,47.48596015740550060000,-122.13986599976600200000,0.120000,0.120000,
270,10270,RENTON 6,271,47.51815519874909910000,-122.21134278936399600000,0.110000,0.110000,
271,10271,SEDRO WOOLLEY,272,48.55909854873139860000,-122.06139695393800100000,0.070000,0.070000,
272,10272,MAPLE FALLS,273,48.86632938225049830000,-122.06279640430800300000,5.000000,5.000000,
273,10273,REDMOND 1,274,47.69870325446559890000,-122.16222223533300400000,3.900000,3.900000,
274,10274,REDMOND 2,275,47.72998314369490200000,-122.17656552592900700000,0.410000,0.410000,
275,10275,KENT 7,276,47.43753184696399930000,-122.16719531043999300000,4.100000,4.100000,
276,10276,KENT 8,277,47.35196836076160310000,-122.05341073697300700000,0.200000,0.200000,
277,10277,RENTON 7,278,47.56539120295259690000,-122.13578865979199900000,0.470000,0.470000,
278,10278,RENTON 8,279,47.58408848283929870000,-122.04414639025800700000,0.690000,0.690000,
279,10279,SNOHOMISH 1,280,47.77527476727450310000,-122.02279699226899400000,0.063000,0.063000,
280,10280,SNOHOMISH 2,281,47.79643183008310100000,-122.17920850332700400000,0.029000,0.029000,
281,10281,BELLEVUE 7,282,47.57216682656380160000,-122.10219168547800400000,0.180000,0.180000,
282,10282,LAKE STEVENS 1,283,48.07160849575200250000,-121.98539716076699300000,0.160000,0.160000,
283,10283,LAKE STEVENS 2,284,47.95461577836810110000,-122.11454913591100500000,0.170000,0.170000,
284,10284,BUCKLEY,285,47.21070904673300110000,-122.15859618556099500000,4.200000,4.200000,
285,10285,CARSON 1,286,45.77047564553620160000,-122.04139497747199500000,4.700000,4.700000,
286,10286,WOODINVILLE 2,287,47.71740277058609790000,-122.02273422461699700000,0.058000,0.058000,
287,10287,SAMMAMISH 1,288,47.65391881276139680000,-122.08276426718400400000,0.880000,0.880000,
